page,profile,performance,accessibility,best_practices,seo,runs,performance_min,performance_max,result,ci_run,source_sha256
/it/news/david-y-ines-maestri-bachata-sensual-2026,tablet,92,100,100,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/etichetta-congresso-bachata-social-workshop-party,tablet,92,100,100,100,3,90,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/gero-y-migle-maestri-bachata-sensual-2026,tablet,91,100,100,100,3,90,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/guida-viaggio-bachata-milano-2026,tablet,92,100,100,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/i-5-migliori-congressi-bachata-europa-2026,tablet,92,100,100,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/irene-y-tomas-maestri-bachata-sensual,tablet,93,100,100,100,3,90,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/klau-y-ros-maestri-endless-bachata-2026,tablet,93,100,100,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/livelli-workshop-bachata-congresso,tablet,92,100,100,100,3,91,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/migliore-festa-bachata-italia-2026,tablet,90,100,100,100,3,87,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/news/nacho-y-silvia-bachata-esencia-nuova-generazione,tablet,93,100,100,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/party,tablet,90,95,100,100,3,87,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/programma,tablet,89,100,100,100,3,89,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/terms,tablet,93,100,100,100,3,93,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/tickets,tablet,89,100,100,100,3,86,89,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/it/transfer,tablet,87,100,100,100,3,87,88,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/jacknjill,tablet,92,100,100,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/masterclass,tablet,91,100,100,100,3,89,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news,tablet,93,100,100,100,3,93,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/agustinyalba-bachata-sensual-rising-stars,tablet,90,100,100,100,3,90,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/aitor-gomez-bachata-sensual-dominican-roots,tablet,89,100,100,100,3,89,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-congress-alone-solo-dancer-guide,tablet,88,100,100,100,3,87,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-congress-etiquette-social-dancing-workshops-parties,tablet,92,100,100,100,3,92,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-festivals-europe-2026-2027-calendar,tablet,92,100,100,100,3,90,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-italy-2026-milan-dance-destination,tablet,90,100,100,100,3,90,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/bachata-workshop-levels-guide-congress,tablet,91,100,100,100,3,90,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/best-bachata-party-italy-2026,tablet,91,100,100,100,3,90,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/cristian-y-gabriella-bachata-world-masters-2026,tablet,90,100,100,100,3,90,91,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/david-y-ines-bachata-sensual-masters-2026,tablet,93,100,100,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/full-pass-masterclass-price-increase-june-15-2026,tablet,89,100,100,100,3,89,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/gero-y-migle-bachata-masters-2026,tablet,93,100,100,100,3,92,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/irene-y-tomas-bachata-sensual-masters,tablet,89,100,100,100,3,89,90,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/klau-y-ros-endless-bachata-masters-2026,tablet,91,100,100,100,3,90,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/milan-bachata-travel-guide-2026,tablet,90,100,100,100,3,89,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/nacho-y-silvia-bachata-esencia-new-generation,tablet,92,100,100,100,3,90,92,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/top-5-bachata-congresses-europe-2026,tablet,92,100,100,100,3,88,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/weekly-classes-vs-bachata-congresses,tablet,93,100,100,100,3,91,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/news/what-to-expect-bachata-congress-2026,tablet,90,100,100,100,3,89,94,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/parties,tablet,92,95,100,100,3,92,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/program,tablet,88,100,100,100,3,88,89,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/terms,tablet,93,100,100,100,3,93,93,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/tickets,tablet,89,100,100,100,3,89,89,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
/transfer,tablet,89,100,100,100,3,89,89,FAIL,34053732940,a53a63f14ef44a0b0c97531b036c686773113211f3982b717bf1c7ad501a8bc8
